elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
150.6666667,MDA,Moldova,MDA.37_1,Ungheni,District
180.25,MDA,Moldova,MDA.7_1,Calarasi,District
103,MDA,Moldova,MDA.15_1,Dubăsari,District
34.95192308,UKR,Ukraine,UKR.9_1,Kherson,Region
309.1278736,USA,United States,USA.50_1,Wisconsin,State
1213.185185,CHE,Switzerland,CHE.6_1,Bern,Canton
795.1428571,CHE,Switzerland,CHE.12_1,Lucerne,Canton
1116,CHE,Switzerland,CHE.3_1,Appenzell Innerrhoden,Canton
608.4827586,ROU,Romania,ROU.14_1,Cluj,County
608.84,ROU,Romania,ROU.30_1,Neamț,County
176.3333333,MDA,Moldova,MDA.33_1,Străşeni,District
163,MDA,Moldova,MDA.12_1,Criuleni,District
892.8491803,KAZ,Kazakhstan,KAZ.1_1,Almaty,Region
1693.369811,MNG,Mongolia,MNG.17_1,Övörhangay,Province
196.1828571,FRA,France,FRA.10_1,Nouvelle-Aquitaine,Region
937.2,CHE,Switzerland,CHE.13_1,Neuchâtel,Canton
963,CHE,Switzerland,CHE.18_1,Schwyz,Canton
1457.5,CHE,Switzerland,CHE.9_1,Glarus,Canton
1409,LIE,Liechtenstein,LIE.9_1,Triesen,Commune
1167.25641,AUT,Austria,AUT.2_1,Kärnten,State
106.5405405,HUN,Hungary,HUN.1_1,Bács-Kiskun,County
85.15384615,HUN,Hungary,HUN.3_1,Békés,County
587.9655172,ROU,Romania,ROU.29_1,Mureș,County
932.4814815,ROU,Romania,ROU.22_1,Harghita,County
205,MDA,Moldova,MDA.24_1,Nisporeni,District
114,MDA,Moldova,MDA.10_1,Chişinău,City
85.25,MDA,Moldova,MDA.1_1,Anenii Noi,District
31.52,CAN,Canada,CAN.10_1,Prince Edward Island,Province
114.8565217,CAN,Canada,CAN.7_1,Nova Scotia,Province
882.4285714,CHE,Switzerland,CHE.7_1,Fribourg,Canton
985,CHE,Switzerland,CHE.15_1,Obwalden,Canton
1199,CHE,Switzerland,CHE.14_1,Nidwalden,Canton
1854.714286,CHE,Switzerland,CHE.22_1,Uri,Canton
2038.121212,CHE,Switzerland,CHE.10_1,Graubünden,Canton
1570.563636,ITA,Italy,ITA.17_1,Trentino-Alto Adige,Autonomous Region
188.2352941,HUN,Hungary,HUN.20_1,Zala,County
154.2692308,HUN,Hungary,HUN.15_1,Somogy,County
160.1666667,MDA,Moldova,MDA.21_1,Hîncesti,District
130.3333333,MDA,Moldova,MDA.22_1,Ialoveni,District
750.8321918,FRA,France,FRA.1_1,Auvergne-Rhône-Alpes,Region
851.2857143,CHE,Switzerland,CHE.24_1,Vaud,Canton
218.2,SVN,Slovenia,SVN.9_1,Pomurska,Statistical Region
149,HUN,Hungary,HUN.17_1,Tolna,County
82.58823529,HUN,Hungary,HUN.6_1,Csongrád,County
463.7241379,ROU,Romania,ROU.4_1,Bacău,County
177.4285714,ROU,Romania,ROU.41_1,Vaslui,County
161.6666667,MDA,Moldova,MDA.11_1,Cimişlia,District
117,MDA,Moldova,MDA.9_1,Causeni,District
208.8503185,RUS,Russia,RUS.34_1,Krasnodar,Territory
1296.244224,MNG,Mongolia,MNG.8_1,Dundgovi,Province
1315.791667,MNG,Mongolia,MNG.11_1,Govisümber,Municipality
1384.363636,CHE,Switzerland,CHE.21_1,Ticino,Canton
415.4657534,ITA,Italy,ITA.20_1,Veneto,Region
557.4193548,ITA,Italy,ITA.7_1,Friuli-Venezia Giulia,Autonomous Region
663.25,SVN,Slovenia,SVN.4_1,Koroška,Statistical Region
355.6666667,SVN,Slovenia,SVN.8_1,Podravska,Statistical Region
201.0909091,ROU,Romania,ROU.2_1,Arad,County
112.6666667,MDA,Moldova,MDA.23_1,Leova,District
84.4,MDA,Moldova,MDA.32_1,Ştefan Voda,District
1027.158014,MNG,Mongolia,MNG.7_1,Dornogovi,Province
2100.727273,CHE,Switzerland,CHE.23_1,Valais,Canton
816.7142857,ITA,Italy,ITA.13_1,Piemonte,Region
615.8556701,ITA,Italy,ITA.10_1,Lombardia,Region
815.9090909,SVN,Slovenia,SVN.2_1,Goriška,Statistical Region
916.4444444,SVN,Slovenia,SVN.1_1,Gorenjska,Statistical Region
549.0769231,SVN,Slovenia,SVN.10_1,Savinjska,Statistical Region
170.5,HRV,Croatia,HRV.10_1,Medimurska,County
671.08,ROU,Romania,ROU.1_1,Alba,County
139.75,MDA,Moldova,MDA.8_1,Cantemir,District
115.375,MDA,Moldova,MDA.19_1,Găgăuzia,Autonomous Territory
111,MDA,Moldova,MDA.3_1,Basarabeasca,District
95.4761194,KAZ,Kazakhstan,KAZ.6_1,Mangghystau,Region
456,CHE,Switzerland,CHE.8_1,Genève,Canton
530.4545455,SVN,Slovenia,SVN.7_1,Osrednjeslovenska,Statistical Region
252,HRV,Croatia,HRV.17_1,Varaždinska,County
172.375,HRV,Croatia,HRV.7_1,Koprivničko-Križevačka,County
147.3529412,HUN,Hungary,HUN.2_1,Baranya,County
692.6785714,ROU,Romania,ROU.23_1,Hunedoara,County
636.2083333,ROU,Romania,ROU.35_1,Sibiu,County
404.9093264,CHN,China,CHN.17_1,Jilin,Province
1071.196464,USA,United States,USA.38_1,Oregon,State
561,SVN,Slovenia,SVN.12_1,Zasavska,Statistical Region
214.6666667,HRV,Croatia,HRV.8_1,Krapinsko-Zagorska,County
105.4285714,SRB,Serbia,SRB.17_1,Severno-Bački,District
78.5,SRB,Serbia,SRB.18_1,Severno-Banatski,District
145.8055556,ROU,Romania,ROU.38_1,Timiș,County
697.5714286,ROU,Romania,ROU.8_1,Brașov,County
754.6666667,ROU,Romania,ROU.16_1,Covasna,County
392.75,ROU,Romania,ROU.42_1,Vrancea,County
91.4,ROU,Romania,ROU.19_1,Galați,County
117.6666667,MDA,Moldova,MDA.6_1,Cahul,District
106.25,MDA,Moldova,MDA.34_1,Taraclia,District
123.8584071,UKR,Ukraine,UKR.4_1,Crimea,Autonomous Republic
205.655914,RUS,Russia,RUS.65_1,Stavropol',Territory
659.8195122,USA,United States,USA.42_1,South Dakota,State
2070,ITA,Italy,ITA.19_1,Valle d'Aosta,Autonomous Region
485.3333333,SVN,Slovenia,SVN.3_1,Jugovzhodna Slovenija,Statistical Region
227,SVN,Slovenia,SVN.11_1,Spodnjeposavska,Statistical Region
201,HRV,Croatia,HRV.21_1,Zagrebačka,County
214.5,HRV,Croatia,HRV.4_1,Grad Zagreb,City
152.1,HRV,Croatia,HRV.1_1,Bjelovarska-Bilogorska,County
196.1818182,HRV,Croatia,HRV.18_1,Viroviticko-Podravska,County
87.27272727,SRB,Serbia,SRB.24_1,Zapadno-Bački,District
391.8574514,KAZ,Kazakhstan,KAZ.12_1,South Kazakhstan,Region
527.3188908,KAZ,Kazakhstan,KAZ.14_1,Zhambyl,Region
308,SVN,Slovenia,SVN.6_1,Obalno-kraška,Statistical Region
727.1666667,SVN,Slovenia,SVN.5_1,Notranjsko-kraška,Statistical Region
103.6666667,HRV,Croatia,HRV.11_1,Osjecko-Baranjska,County
86.05555556,SRB,Serbia,SRB.5_1,Južno-Bački,District
74.78571429,SRB,Serbia,SRB.19_1,Srednje-Banatski,District
359.5555556,ROU,Romania,ROU.11_1,Buzău,County
555.375,HRV,Croatia,HRV.13_1,Primorsko-Goranska,County
324.5714286,HRV,Croatia,HRV.6_1,Karlovacka,County
163.7,HRV,Croatia,HRV.15_1,Sisacko-Moslavacka,County
579.7878788,ROU,Romania,ROU.13_1,Caraș-Severin,County
613.7916667,ROU,Romania,ROU.40_1,Vâlcea,County
675.0666667,ROU,Romania,ROU.3_1,Argeș,County
247.2727273,HRV,Croatia,HRV.5_1,Istarska,County
300.8571429,HRV,Croatia,HRV.12_1,Požeško-Slavonska,County
88.90909091,HRV,Croatia,HRV.19_1,Vukovarsko-Srijemska,County
350.6,ROU,Romania,ROU.17_1,Dâmbovița,County
514.6842105,ROU,Romania,ROU.32_1,Prahova,County
17.58823529,ROU,Romania,ROU.9_1,Brăila,County
53.97142857,ROU,Romania,ROU.39_1,Tulcea,County
100.7051672,UZB,Uzbekistan,UZB.5_1,Karakalpakstan,Autononous Region
312.9012739,JPN,Japan,JPN.12_1,Hokkaido,Circuit
353.969697,USA,United States,USA.30_1,New Hampshire,State
613.5490196,BIH,Bosnia and Herzegovina,BIH.3_1,Repuplika Srpska,Entity
188.8,HRV,Croatia,HRV.2_1,Brodsko-Posavska,County
96.27777778,SRB,Serbia,SRB.6_1,Južno-Banatski,District
553.88,ROU,Romania,ROU.21_1,Gorj,County
857.1031746,FRA,France,FRA.13_1,Provence-Alpes-Côte d'Azur,Region
284.6413043,ITA,Italy,ITA.6_1,Emilia-Romagna,Region
737.75,HRV,Croatia,HRV.9_1,Licko-Senjska,County
735.0841121,BIH,Bosnia and Herzegovina,BIH.2_1,Federacija Bosna i Hercegovina,Entity
106.0625,SRB,Serbia,SRB.20_1,Sremski,District
503.8529412,RUS,Russia,RUS.1_1,Adygey,Republic
1339.029141,MNG,Mongolia,MNG.15_1,Ömnögovi,Province
1942.905754,USA,United States,USA.51_1,Wyoming,State
324.4216418,USA,United States,USA.33_1,New York,State
370.990566,USA,United States,USA.46_1,Vermont,State
503.2915254,FRA,France,FRA.11_1,Occitanie,Region
207.5,BIH,Bosnia and Herzegovina,BIH.1_1,Brčko,District
217.2727273,SRB,Serbia,SRB.8_1,Mačvanski,District
153.4615385,SRB,Serbia,SRB.3_1,Grad Beograd,City
274.2380952,ROU,Romania,ROU.28_1,Mehedinți,County
909.6769231,RUS,Russia,RUS.15_1,Dagestan,Republic
288.1111111,SRB,Serbia,SRB.2_1,Braničevski,District
141.4285714,ROU,Romania,ROU.31_1,Olt,County
43.80952381,ROU,Romania,ROU.25_1,Ialomița,County
76.55172414,ROU,Romania,ROU.15_1,Constanța,County
146.75,UKR,Ukraine,UKR.20_1,Sevastopol',Autonomous Republic
568.2083333,ITA,Italy,ITA.9_1,Liguria,Region
144.8,SRB,Serbia,SRB.13_1,Podunavski,District
358.4,SRB,Serbia,SRB.1_1,Borski,District
115.9,ROU,Romania,ROU.18_1,Dolj,County
84.5,ROU,Romania,ROU.26_1,Ilfov,County
354.6153846,ITA,Italy,ITA.16_1,Toscana,Region
358.2,HRV,Croatia,HRV.20_1,Zadarska,County
312.5,SRB,Serbia,SRB.7_1,Kolubarski,District
83.43478261,ROU,Romania,ROU.37_1,Teleorman,County
71.53846154,ROU,Romania,ROU.20_1,Giurgiu,County
80,ROU,Romania,ROU.10_1,Bucharest,Municipality
38.66666667,ROU,Romania,ROU.12_1,Călărași,County
1666.25,RUS,Russia,RUS.25_1,Karachay-Cherkess,Republic
347.7777778,SRB,Serbia,SRB.21_1,Šumadijski,District
326.1111111,HRV,Croatia,HRV.14_1,Šibensko-Kninska,County
884.6,SRB,Serbia,SRB.25_1,Zlatiborski,District
662.8181818,SRB,Serbia,SRB.9_1,Moravički,District
309.4444444,SRB,Serbia,SRB.14_1,Pomoravski,District
549.1333333,SRB,Serbia,SRB.23_1,Zaječarski,District
345.9166667,BGR,Bulgaria,BGR.26_1,Vidin,Province
137.1,BGR,Bulgaria,BGR.18_1,Silistra,Province
388,SMR,San Marino,SMR.3_1,Chiesanuova,Municipality
415.0540541,ITA,Italy,ITA.11_1,Marche,Region
550,HRV,Croatia,HRV.16_1,Splitsko-Dalmatinska,County
148.8181818,BGR,Bulgaria,BGR.16_1,Ruse,Province
248.0833333,BGR,Bulgaria,BGR.15_1,Razgrad,Province
189.8421053,BGR,Bulgaria,BGR.3_1,Dobrich,Province
1293.102041,RUS,Russia,RUS.20_1,Kabardin-Balkar,Republic
625.2786885,RUS,Russia,RUS.10_1,Chechnya,Republic
509.9145299,ESP,Spain,ESP.12_1,Galicia,Autonomous Community
859.1111111,SRB,Serbia,SRB.16_1,Raški,District
538.2727273,SRB,Serbia,SRB.15_1,Rasinski,District
408,SRB,Serbia,SRB.10_1,Nišavski,District
333.8666667,BGR,Bulgaria,BGR.10_1,Montana,Province
267.8571429,BGR,Bulgaria,BGR.27_1,Vratsa,Province
138.7647059,BGR,Bulgaria,BGR.13_1,Pleven,Province
1261.931034,RUS,Russia,RUS.48_1,North Ossetia,Republic
261.8231293,UZB,Uzbekistan,UZB.9_1,Navoi,Region
679.2926829,ESP,Spain,ESP.17_1,Principado de Asturias,Autonomous Community
477.5454545,ITA,Italy,ITA.18_1,Umbria,Region
235.1052632,BGR,Bulgaria,BGR.25_1,Veliko Tarnovo,Province
268.3076923,BGR,Bulgaria,BGR.17_1,Shumen,Province
1031.451613,GEO,Georgia,GEO.1_1,Abkhazia,Autonomous Republic
324.7027972,USA,United States,USA.16_1,Iowa,State
624.25,ESP,Spain,ESP.3_1,Cantabria,Autonomous Community
443.2962963,ESP,Spain,ESP.16_1,País Vasco,Autonomous Community
1183.333333,MNE,Montenegro,MNE.14_1,Pljevlja,Municipality
339.3,BGR,Bulgaria,BGR.23_1,Targovishte,Province
187.2857143,BGR,Bulgaria,BGR.24_1,Varna,Province
917.0833333,RUS,Russia,RUS.17_1,Ingush,Republic
235.5285714,CHN,China,CHN.18_1,Liaoning,Province
585.5952381,ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,Autonomous Community
1393.333333,MNE,Montenegro,MNE.15_1,Plužine,Municipality
595.5,SRB,Serbia,SRB.22_1,Toplički,District
799.5833333,SRB,Serbia,SRB.12_1,Pirotski,District
514.7058824,BGR,Bulgaria,BGR.9_1,Lovech,Province
1277.96875,GEO,Georgia,GEO.9_1,Samegrelo-Zemo Svaneti,Region
950.6620879,ESP,Spain,ESP.5_1,Castilla y León,Autonomous Community
246.3636364,HRV,Croatia,HRV.3_1,Dubrovacko-Neretvanska,County
1058.75,MNE,Montenegro,MNE.12_1,Nikšic,Municipality
1544.5,MNE,Montenegro,MNE.21_1,Žabljak,Municipality
1106.75,MNE,Montenegro,MNE.4_1,Bijelo Polje,Municipality
841.1428571,XKO,Kosovo,XKO.3_1,Kosovska Mitrovica,District
769.5,XKO,Kosovo,XKO.5_1,Pristina,District
596.5833333,SRB,Serbia,SRB.4_1,Jablanički,District
930,BGR,Bulgaria,BGR.21_1,Sofia,Province
594.4,BGR,Bulgaria,BGR.4_1,Gabrovo,Province
2115.539474,KGZ,Kyrgyzstan,KGZ.3_1,Chüy,Province
791.5930233,USA,United States,USA.28_1,Nebraska,State
808.516129,ESP,Spain,ESP.2_1,Aragón,Autonomous Community
603.4375,FRA,France,FRA.5_1,Corse,Region
1439.5,MNE,Montenegro,MNE.18_1,Šavnik,Municipality
1399.5,MNE,Montenegro,MNE.11_1,Mojkovac,Municipality
1181.666667,MNE,Montenegro,MNE.3_1,Berane,Municipality
464.9230769,BGR,Bulgaria,BGR.19_1,Sliven,Province
199,BGR,Bulgaria,BGR.2_1,Burgas,Province
1711.904762,GEO,Georgia,GEO.8_1,Racha-Lechkhumi-Kvemo Svaneti,Region
718,KGZ,Kyrgyzstan,KGZ.2_1,Biškek,City
3002.587209,KGZ,Kyrgyzstan,KGZ.9_1,Ysyk-Köl,Province
638.0508475,PRK,North Korea,PRK.2_1,Hamgyŏng-bukto,Province
270.9474836,USA,United States,USA.36_1,Ohio,State
166.443038,USA,United States,USA.22_1,Massachusetts,State
655.4206349,ESP,Spain,ESP.6_1,Cataluña,Autonomous Community
410.25,ITA,Italy,ITA.8_1,Lazio,Region
794.6190476,ITA,Italy,ITA.1_1,Abruzzo,Region
1268.333333,MNE,Montenegro,MNE.9_1,Kolašin,Municipality
1307,MNE,Montenegro,MNE.1_1,Andrijevica,Municipality
1555,MNE,Montenegro,MNE.17_1,Rožaje,Municipality
807,XKO,Kosovo,XKO.4_1,Pećki,District
908.6428571,SRB,Serbia,SRB.11_1,Pčinjski,District
838.75,BGR,Bulgaria,BGR.12_1,Pernik,Province
830.8333333,BGR,Bulgaria,BGR.5_1,Grad Sofiya,Province
530.75,BGR,Bulgaria,BGR.14_1,Plovdiv,Province
382.9473684,BGR,Bulgaria,BGR.22_1,Stara Zagora,Province
1781,GEO,Georgia,GEO.7_1,Mtskheta-Mtianeti,Region
2186.666667,KGZ,Kyrgyzstan,KGZ.8_1,Talas,Province
2093.488606,CHN,China,CHN.5_1,Gansu,Province
854.45,ESP,Spain,ESP.15_1,La Rioja,Autonomous Community
2111,AND,Andorra,AND.2_1,Canillo,Parish
837,MNE,Montenegro,MNE.10_1,Kotor,Municipality
872,MNE,Montenegro,MNE.6_1,Cetinje,Municipality
658.5,MNE,Montenegro,MNE.7_1,Danilovgrad,Municipality
584.6666667,MNE,Montenegro,MNE.16_1,Podgorica,Municipality
692.2142857,ALB,Albania,ALB.10_1,Shkodër,County
1391,MNE,Montenegro,MNE.13_1,Plav,Municipality
875.75,XKO,Kosovo,XKO.1_1,Đakovica,District
963,XKO,Kosovo,XKO.6_1,Prizren,District
724.8,XKO,Kosovo,XKO.2_1,Gnjilane,District
990.9166667,BGR,Bulgaria,BGR.8_1,Kyustendil,Province
854.9411765,BGR,Bulgaria,BGR.11_1,Pazardzhik,Province
202.2666667,BGR,Bulgaria,BGR.28_1,Yambol,Province
1333.5,GEO,Georgia,GEO.11_1,Shida Kartli,Region
90.07446809,TKM,Turkmenistan,TKM.6_1,Tashauz,Province
555.3684951,CHN,China,CHN.10_1,Hebei,Province
190.7692308,USA,United States,USA.14_1,Illinois,State
313,MNE,Montenegro,MNE.8_1,Herceg Novi,Municipality
994,ALB,Albania,ALB.8_1,Kukës,County
894.6,XKO,Kosovo,XKO.7_1,Uroševac,District
651.5,GEO,Georgia,GEO.4_1,Imereti,Region
901.3478261,GEO,Georgia,GEO.5_1,Kakheti,Region
3083.353933,KGZ,Kyrgyzstan,KGZ.5_1,Naryn,Province
172,PRK,North Korea,PRK.12_1,Rasŏn,Directly Governed City
569,MNE,Montenegro,MNE.5_1,Budva,Municipality
310.5,MNE,Montenegro,MNE.2_1,Bar,Municipality
627,MKD,Macedonia,MKD.66_1,Staro Nagoričane,Municipality
927,MKD,Macedonia,MKD.60_1,Rankovce,Municipality
997,MKD,Macedonia,MKD.38_1,Kriva Palanka,Municipality
113.877193,TKM,Turkmenistan,TKM.3_1,Balkan,Province
1340.932203,UZB,Uzbekistan,UZB.14_1,Tashkent,Region
385.248366,USA,United States,USA.39_1,Pennsylvania,State
377.4285714,PRT,Portugal,PRT.18_1,Viana do Castelo,District
265.5,MNE,Montenegro,MNE.20_1,Ulcinj,Municipality
1552,MKD,Macedonia,MKD.74_1,Tetovo,Municipality
814,MKD,Macedonia,MKD.73_1,Tearce,Municipality
612,MKD,Macedonia,MKD.25_1,Gjorče Petrov,Municipality
581,MKD,Macedonia,MKD.15_1,Čučer Sandevo,Municipality
598,MKD,Macedonia,MKD.43_1,Lipkovo,Municipality
439,MKD,Macedonia,MKD.41_1,Kumanovo,Municipality
838.5,MKD,Macedonia,MKD.37_1,Kratovo,Municipality
953,MKD,Macedonia,MKD.35_1,Kočani,Municipality
1145,MKD,Macedonia,MKD.45_1,Makedonska Kamenica,Municipality
1049.5,BGR,Bulgaria,BGR.1_1,Blagoevgrad,Province
243.2,BGR,Bulgaria,BGR.6_1,Haskovo,Province
262.9230769,TUR,Turkey,TUR.50_1,Kirklareli,Province
538.875,GEO,Georgia,GEO.3_1,Guria,Region
2056.515385,KGZ,Kyrgyzstan,KGZ.4_1,Jalal-Abad,Province
860.4664005,USA,United States,USA.5_1,California,State
1691.179393,USA,United States,USA.29_1,Nevada,State
1838.603865,USA,United States,USA.45_1,Utah,State
143.673913,USA,United States,USA.7_1,Connecticut,State
81,USA,United States,USA.40_1,Rhode Island,State
624.75,PRT,Portugal,PRT.5_1,Bragança,District
521.3888889,ITA,Italy,ITA.12_1,Molise,Region
194.4366197,ITA,Italy,ITA.2_1,Apulia,Region
436.75,ALB,Albania,ALB.9_1,Lezhë,County
814,MKD,Macedonia,MKD.6_1,Bogovinje,Municipality
875,MKD,Macedonia,MKD.84_1,Želino,Municipality
755,MKD,Macedonia,MKD.63_1,Saraj,Municipality
578,MKD,Macedonia,MKD.64_1,Sopište,Municipality
403.5,MKD,Macedonia,MKD.55_1,Petrovec,Municipality
439,MKD,Macedonia,MKD.72_1,Sveti Nikole,Municipality
506,MKD,Macedonia,MKD.58_1,Probištip,Municipality
481,MKD,Macedonia,MKD.14_1,Češinovo-Obleševo,Municipality
898,MKD,Macedonia,MKD.79_1,Vinitsa,Municipality
872,MKD,Macedonia,MKD.18_1,Delčevo,Municipality
1145.142857,BGR,Bulgaria,BGR.20_1,Smolyan,Province
121.6521739,TUR,Turkey,TUR.28_1,Edirne,Province
1041.944444,TUR,Turkey,TUR.46_1,Kastamonu,Province
708.875,TUR,Turkey,TUR.70_1,Sinop,Province
110.9642857,UZB,Uzbekistan,UZB.7_1,Khorezm,Region
1319.37037,PRK,North Korea,PRK.13_1,Ryanggang,Province
228.5877437,USA,United States,USA.15_1,Indiana,State
373.8461538,PRT,Portugal,PRT.4_1,Braga,District
656.6666667,PRT,Portugal,PRT.19_1,Vila Real,District
982.4444444,ALB,Albania,ALB.2_1,Dibër,County
1530.25,MKD,Macedonia,MKD.47_1,Mavrovo and Rostuša,Municipality
898,MKD,Macedonia,MKD.26_1,Gostivar,Municipality
1029,MKD,Macedonia,MKD.46_1,Makedonski Brod,Municipality
1586,MKD,Macedonia,MKD.70_1,Studeničani,Municipality
797,MKD,Macedonia,MKD.83_1,Zelenikovo,Municipality
338,MKD,Macedonia,MKD.77_1,Veles,Municipality
321,MKD,Macedonia,MKD.44_1,Lozovo,Municipality
417,MKD,Macedonia,MKD.67_1,Štip,Municipality
720.5,MKD,Macedonia,MKD.30_1,Karbinci,Municipality
1006.333333,MKD,Macedonia,MKD.3_1,Berovo,Municipality
1172,MKD,Macedonia,MKD.54_1,Pehčevo,Municipality
452.5833333,BGR,Bulgaria,BGR.7_1,Kardzhali,Province
395.8888889,TUR,Turkey,TUR.13_1,Bartın,Province
1164.5,GEO,Georgia,GEO.2_1,Ajaria,Autonomous Republic
1883.652174,GEO,Georgia,GEO.10_1,Samtskhe-Javakheti,Region
647,GEO,Georgia,GEO.12_1,Tbilisi,Independent City
1125.125,GEO,Georgia,GEO.6_1,Kvemo Kartli,Region
788.3636364,AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,Region
994.4137931,AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,Region
806.1846154,PRK,North Korea,PRK.1_1,Chagang-do,Province
1063,MKD,Macedonia,MKD.82_1,Zajas,Municipality
1132,MKD,Macedonia,MKD.53_1,Oslomej,Municipality
852,MKD,Macedonia,MKD.21_1,Dolneni,Municipality
572,MKD,Macedonia,MKD.11_1,Čaška,Municipality
267,MKD,Macedonia,MKD.27_1,Gradsko,Municipality
345.5,MKD,Macedonia,MKD.49_1,Negotino,Municipality
530,MKD,Macedonia,MKD.59_1,Radoviš,Municipality
357,GRC,Greece,GRC.6_1,Macedonia and Thrace,Decentralized administration
539.3243243,TUR,Turkey,TUR.67_1,Samsun,Province
2126.578947,TUR,Turkey,TUR.9_1,Ardahan,Province
254.6666667,PRT,Portugal,PRT.15_1,Porto,District
439.0909091,ITA,Italy,ITA.5_1,Campania,Region
83.5,ALB,Albania,ALB.3_1,Durrës,County
275.2,ALB,Albania,ALB.11_1,Tiranë,County
1175,MKD,Macedonia,MKD.13_1,Centar župa,Municipality
1258,MKD,Macedonia,MKD.17_1,Debarca,Municipality
1041.5,MKD,Macedonia,MKD.22_1,Drugovo,Municipality
959,MKD,Macedonia,MKD.40_1,Kruševo,Municipality
774,MKD,Macedonia,MKD.57_1,Prilep,Municipality
814.5,MKD,Macedonia,MKD.32_1,Kavadartsi,Municipality
385,MKD,Macedonia,MKD.20_1,Demir Kapija,Municipality
338,MKD,Macedonia,MKD.75_1,Valandovo,Municipality
478,MKD,Macedonia,MKD.69_1,Strumitsa,Municipality
435,MKD,Macedonia,MKD.7_1,Bosilovo,Municipality
715,MKD,Macedonia,MKD.51_1,Novo Selo,Municipality
151.92,TUR,Turkey,TUR.73_1,Tekirdag,Province
112.6842105,TUR,Turkey,TUR.40_1,Istanbul,Province
451.8571429,TUR,Turkey,TUR.81_1,Zinguldak,Province
924.8333333,TUR,Turkey,TUR.43_1,Karabük,Province
1550.172414,TUR,Turkey,TUR.10_1,Artvin,Province
751.8837209,AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,Region
208.6078431,UZB,Uzbekistan,UZB.2_1,Bukhoro,Region
992.3793103,UZB,Uzbekistan,UZB.8_1,Namangan,Region
220.3142857,JPN,Japan,JPN.3_1,Aomori,Prefecture
72.22972973,USA,United States,USA.31_1,New Jersey,State
830.6755853,ESP,Spain,ESP.4_1,Castilla-La Mancha,Autonomous Community
339.8369565,ITA,Italy,ITA.14_1,Sardegna,Autonomous Region
684.5714286,ALB,Albania,ALB.4_1,Elbasan,County
1236,MKD,Macedonia,MKD.78_1,Vevčani,Municipality
900,MKD,Macedonia,MKD.68_1,Struga,Municipality
981.5,MKD,Macedonia,MKD.19_1,Demir Hisar,Municipality
334,MKD,Macedonia,MKD.24_1,Gevgelija,Municipality
357,MKD,Macedonia,MKD.65_1,Star Dojran,Municipality
984.2708333,TUR,Turkey,TUR.24_1,Çorum,Province
1362.3,ARM,Armenia,ARM.10_1,Tavush,Province
231.8,TKM,Turkmenistan,TKM.4_1,Chardzhou,Province
419,UZB,Uzbekistan,UZB.13_1,Tashkent City,City
538.4,PRT,Portugal,PRT.20_1,Viseu,District
691,PRT,Portugal,PRT.10_1,Guarda,District
850.8666667,ESP,Spain,ESP.8_1,Comunidad de Madrid,Autonomous Community
544.7179487,ITA,Italy,ITA.3_1,Basilicata,Region
731,MKD,Macedonia,MKD.42_1,Lake Ohrid,Water body
1127,MKD,Macedonia,MKD.61_1,Resen,Municipality
933.5,MKD,Macedonia,MKD.4_1,Bitola,Municipality
829.3333333,MKD,Macedonia,MKD.50_1,Novatsi,Municipality
241.1538462,TUR,Turkey,TUR.52_1,Kocaeli,Province
422.6190476,TUR,Turkey,TUR.66_1,Sakarya,Province
615.25,TUR,Turkey,TUR.27_1,Düzce,Province
1164.034483,TUR,Turkey,TUR.23_1,Çankiri,Province
895.36,TUR,Turkey,TUR.63_1,Ordu,Province
1149.3,TUR,Turkey,TUR.75_1,Trabzon,Province
1640.153846,TUR,Turkey,TUR.65_1,Rize,Province
1990.538462,TUR,Turkey,TUR.45_1,Kars,Province
2006,ARM,Armenia,ARM.8_1,Shirak,Province
1778.357143,ARM,Armenia,ARM.7_1,Lori,Province
642.3414634,UZB,Uzbekistan,UZB.4_1,Jizzakh,Region
2809.448598,KGZ,Kyrgyzstan,KGZ.7_1,Osh,Province
766.2714286,PRK,North Korea,PRK.3_1,Hamgyŏng-namdo,Province
2088.886905,USA,United States,USA.6_1,Colorado,State
172.6666667,PRT,Portugal,PRT.1_1,Aveiro,District
74,ALB,Albania,ALB.5_1,Fier,County
1141.181818,ALB,Albania,ALB.7_1,Korçë,County
952,MKD,Macedonia,MKD.52_1,Ohrid,Municipality
797.0422535,GRC,Greece,GRC.5_1,Epirus and Western Macedonia,Decentralized administration
1220.466667,TUR,Turkey,TUR.19_1,Bolu,Province
868.4782609,TUR,Turkey,TUR.6_1,Amasya,Province
1325.461538,TUR,Turkey,TUR.34_1,Giresun,Province
2092.43617,TUR,Turkey,TUR.31_1,Erzurum,Province
20.68235294,AZE,Azerbaijan,AZE.2_1,Aran,Region
786.9545455,AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,Region
284.3157895,UZB,Uzbekistan,UZB.11_1,Sirdaryo,Region
2128.363636,TJK,Tajikistan,TJK.4_1,Leninabad,Region
606.8125,UZB,Uzbekistan,UZB.1_1,Andijon,Region
385.9047619,CHN,China,CHN.2_1,Beijing,Municipality
