GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN,pH
IRL,Ireland,IRL.4_1,Cork,County,40.63333333333333,29.633333333333336,29.8,5.06,17.666666666666668,4.833333333333334
NLD,Netherlands,NLD.14_1,Zuid-Holland,Province,39.6,39.9,20.6,0.65,10.0,8.0
NLD,Netherlands,NLD.8_1,Noord-Brabant,Province,70.8,12.8,16.5,1.15,14.0,6.6
POL,Poland,POL.3_1,?�??dzkie,Province|Voivodeship,51.3,40.1,8.7,4.52,24.0,4.1
POL,Poland,POL.4_1,Lubelskie,Province|Voivodeship,51.959999999999994,35.87,12.24,2.745,17.5,5.15
UKR,Ukraine,UKR.25_1,Volyn,Region,51.86666666666667,20.566666666666666,27.566666666666666,1.5311111111111113,13.11111111111111,6.188888888888889
UKR,Ukraine,UKR.19_1,Rivne,Region,57.0,20.2,22.799999999999997,1.2275,13.25,6.625
UKR,Ukraine,UKR.2_1,Chernihiv,Region,56.09999999999998,18.169230769230772,25.730769230769234,0.9299999999999998,24.53846153846154,6.76153846153846
UKR,Ukraine,UKR.21_1,Sumy,Region,49.711111111111116,26.68888888888889,23.6,1.608888888888889,20.444444444444443,6.877777777777777
RUS,Russia,RUS.79_1,Voronezh,Region,36.95000000000001,38.69500000000001,24.359999999999996,2.5915,17.1,7.074999999999998
MNG,Mongolia,MNG.14_1,H??vsg??l,Province,58.900000000000006,16.200000000000003,24.9,0.9699999999999999,11.0,7.100000000000001
BEL,Belgium,BEL.2_1,Vlaanderen,Region,80.8,16.5,2.7999999999999994,3.18,23.0,4.3
NLD,Netherlands,NLD.12_1,Zeeland,Province,80.8,16.5,2.8,3.18,23.0,4.3
NLD,Netherlands,NLD.7_1,Limburg,Province,80.8,16.5,2.8,3.18,23.0,4.3
DEU,Germany,DEU.7_1,Hessen,State,37.51111111111111,28.033333333333335,34.54444444444445,2.961111111111111,11.88888888888889,5.066666666666666
DEU,Germany,DEU.16_1,Th??ringen,State,37.142857142857146,32.41428571428572,30.5,2.8057142857142856,11.142857142857142,5.985714285714286
DEU,Germany,DEU.14_1,Sachsen,State,43.525000000000006,25.200000000000003,31.35,2.5625,11.75,5.275
POL,Poland,POL.1_1,Dolno?�l?�skie,Province|Voivodeship,65.08333333333333,20.55,14.4,1.8333333333333333,16.0,5.650000000000001
UKR,Ukraine,UKR.27_1,Zhytomyr,Region,64.19999999999999,15.72727272727273,20.07272727272727,1.0190909090909093,14.454545454545455,6.109090909090909
UKR,Ukraine,UKR.12_1,Kiev,Region,54.98461538461538,23.069230769230767,21.96923076923077,1.5169230769230768,18.384615384615383,6.699999999999999
RUS,Russia,RUS.7_1,Belgorod,Region,37.32727272727272,37.118181818181824,25.55454545454545,2.3963636363636365,21.09090909090909,7.1
KAZ,Kazakhstan,KAZ.13_1,West Kazakhstan,Region,45.78846153846154,29.90576923076923,24.373076923076926,1.745,10.288461538461538,7.376923076923077
KAZ,Kazakhstan,KAZ.3_1,Aqt??be,Region,54.720338983050844,24.32796610169492,21.031355932203386,1.2806779661016945,9.983050847457626,7.411864406779661
KAZ,Kazakhstan,KAZ.9_1,Qaraghandy,Region,54.29757575757575,25.28303030303031,20.480606060606057,1.2835757575757576,9.67878787878788,7.290303030303031
KAZ,Kazakhstan,KAZ.5_1,East Kazakhstan,Region,51.12788461538461,25.967307692307692,22.950000000000003,2.1945192307692314,10.442307692307692,7.151923076923075
FRA,France,FRA.7_1,Hauts-de-France,Region,76.0,9.900000000000002,14.099999999999998,0.41000000000000003,11.0,6.400000000000001
BEL,Belgium,BEL.3_1,Wallonie,Region,50.6375,27.2875,22.1125,1.5775,11.875,5.5875
DEU,Germany,DEU.11_1,Rheinland-Pfalz,State,32.699999999999996,30.3,37.1,3.28,12.0,4.8999999999999995
CZE,Czech Republic,CZE.13_1,?�steck??,Region,36.4,37.2,26.4,1.07,9.0,6.9
CZE,Czech Republic,CZE.6_1,Libereck??,Region,50.300000000000004,29.5,20.35,2.465,14.0,4.95
CZE,Czech Republic,CZE.5_1,Kr?�lov??hradeck??,Region,32.7,30.3,37.1,3.28,12.0,4.9
POL,Poland,POL.8_1,Opolskie,Province|Voivodeship,53.5,24.133333333333336,22.46666666666667,1.8866666666666667,14.333333333333334,5.466666666666666
POL,Poland,POL.12_1,?�l?�skie,Province|Voivodeship,48.199999999999996,38.46666666666667,13.433333333333332,4.3133333333333335,22.0,4.233333333333333
POL,Poland,POL.13_1,?�wi?�tokrzyskie,Province|Voivodeship,63.56666666666666,22.133333333333336,14.299999999999999,1.5599999999999998,9.0,6.066666666666666
POL,Poland,POL.9_1,Podkarpackie,Province|Voivodeship,53.04285714285714,28.671428571428578,18.357142857142858,2.9914285714285715,16.857142857142858,4.985714285714286
RUS,Russia,RUS.77_1,Volgograd,Region,44.455263157894734,31.86842105263158,23.64736842105263,1.8294736842105266,11.921052631578947,7.73421052631579
MNG,Mongolia,MNG.22_1,Uvs,Province,53.919047619047625,24.785714285714285,21.34761904761905,1.4161904761904762,10.142857142857142,7.214285714285714
DEU,Germany,DEU.2_1,Bayern,0,59.07037037037038,22.266666666666666,18.711111111111112,1.3255555555555552,12.481481481481481,6.011111111111112
CZE,Czech Republic,CZE.3_1,Karlovarsk??,Region,32.7,30.3,37.1,3.28,12.0,4.9
CZE,Czech Republic,CZE.12_1,St?�edo?�esk??,Region,33.175,28.275,38.65,2.9149999999999996,10.0,5.175000000000001
CZE,Czech Republic,CZE.11_1,Prague,Region,76.0,9.9,14.1,0.41,11.0,6.4
CZE,Czech Republic,CZE.9_1,Pardubick??,Region,76.0,9.9,14.1,0.41,11.0,6.4
CZE,Czech Republic,CZE.8_1,Olomouck??,Region,32.53333333333334,34.9,32.63333333333333,3.1999999999999997,12.0,5.633333333333333
CZE,Czech Republic,CZE.7_1,Moravskoslezsk??,Region,32.7,30.3,37.1,3.28,12.0,4.9
POL,Poland,POL.6_1,Ma?�opolskie,Province|Voivodeship,39.199999999999996,29.771428571428576,31.099999999999998,2.3442857142857143,11.428571428571429,5.7142857142857135
UKR,Ukraine,UKR.14_1,L'viv,Region,50.36666666666666,23.67777777777778,25.999999999999996,2.068888888888889,12.333333333333334,5.655555555555555
UKR,Ukraine,UKR.22_1,Ternopil',Region,52.239999999999995,21.9,25.860000000000003,1.098,31.8,6.959999999999999
UKR,Ukraine,UKR.10_1,Khmel'nyts'kyy,Region,44.8,31.475,23.7375,2.05625,18.5,6.8125
UKR,Ukraine,UKR.18_1,Poltava,Region,36.59166666666667,39.89166666666667,23.524999999999995,2.735,14.25,7.058333333333333
UKR,Ukraine,UKR.8_1,Kharkiv,Region,35.724999999999994,39.300000000000004,24.974999999999994,2.5974999999999997,18.25,7.099999999999999
RUS,Russia,RUS.58_1,Rostov,Region,46.81951219512195,30.902439024390244,22.270731707317076,2.0163414634146344,14.853658536585366,7.478048780487805
MNG,Mongolia,MNG.4_1,Bulgan,Province,55.39473684210526,20.00526315789474,24.615789473684213,1.1326315789473684,10.68421052631579,7.099999999999999
MNG,Mongolia,MNG.18_1,Selenge,Province,58.606666666666655,16.939999999999994,24.453333333333326,1.0493333333333337,11.0,7.139999999999998
MNG,Mongolia,MNG.6_1,Dornod,Province,45.88260869565217,32.39347826086956,21.77608695652174,1.8954347826086952,9.956521739130435,7.2956521739130435
FRA,France,FRA.9_1,Normandie,Region,57.79090909090908,21.272727272727277,20.954545454545453,0.660909090909091,11.545454545454545,6.8090909090909095
FRA,France,FRA.6_1,Grand Est,Region,46.70869565217391,27.321739130434786,25.969565217391303,1.2073913043478262,10.130434782608695,6.778260869565218
LUX,Luxembourg,LUX.3_1,Luxembourg,District,59.9,13.4,26.7,0.73,15.0,6.5
DEU,Germany,DEU.12_1,Saarland,State,32.7,30.3,37.1,3.28,12.0,4.9
DEU,Germany,DEU.1_1,Baden-W??rttemberg,State,52.35714285714287,20.55,27.121428571428577,1.3499999999999999,13.428571428571429,6.357142857142859
CZE,Czech Republic,CZE.10_1,Plze?�sk??,Region,32.7,30.3,37.1,3.28,12.0,4.9
CZE,Czech Republic,CZE.1_1,Jiho?�esk??,Region,39.5,26.075,34.5,2.6424999999999996,12.75,5.300000000000001
CZE,Czech Republic,CZE.4_1,Kraj Vyso?�ina,Region,32.7,30.3,37.1,3.28,12.0,4.9
CZE,Czech Republic,CZE.14_1,Zl?�nsk??,Region,32.7,30.3,37.1,3.28,12.0,4.9
UKR,Ukraine,UKR.24_1,Vinnytsya,Region,45.727272727272734,33.65454545454545,20.645454545454545,2.3281818181818177,14.0,6.636363636363637
UKR,Ukraine,UKR.1_1,Cherkasy,Region,34.45,41.474999999999994,24.0875,8.427499999999998,20.75,6.6125
UKR,Ukraine,UKR.15_1,Luhans'k,Region,34.43,42.42,23.15,2.952,11.9,7.159999999999999
MNG,Mongolia,MNG.2_1,Bayan-?�lgiy,Province,57.864705882352936,18.811764705882354,23.323529411764703,1.25,11.0,7.241176470588235
MNG,Mongolia,MNG.9_1,Dzavhan,Province,55.14137931034483,22.799999999999997,22.09655172413793,1.3341379310344827,10.379310344827585,7.203448275862069
MNG,Mongolia,MNG.5_1,Darhan-Uul,Municipality,58.9,16.2,24.9,0.97,11.0,7.1
USA,United States,USA.48_1,Washington,State,54.50147058823529,25.725,19.799999999999994,2.0460294117647053,11.029411764705882,6.374999999999999
USA,United States,USA.13_1,Idaho,State,56.2925,25.213749999999997,18.577499999999997,1.209625,12.8,6.866250000000001
USA,United States,USA.27_1,Montana,State,55.06932515337423,26.499386503067484,18.484662576687118,1.3300613496932516,13.9079754601227,7.134969325153374
USA,United States,USA.35_1,North Dakota,State,38.370666666666665,37.266666666666666,24.392,2.2699999999999996,10.973333333333333,7.142666666666667
USA,United States,USA.24_1,Minnesota,State,52.7719512195122,25.168292682926833,22.071951219512187,5.889024390243901,15.121951219512194,6.102439024390243
FRA,France,FRA.8_1,?�le-de-France,Region,76.0,9.9,14.1,0.41,11.0,6.4
CZE,Czech Republic,CZE.2_1,Jihomoravsk??,Region,46.96666666666667,28.100000000000005,24.966666666666665,2.2433333333333336,11.666666666666666,6.133333333333333
SVK,Slovakia,SVK.6_1,Tren?�iansky,Region,32.7,30.3,37.1,3.28,12.0,4.9
SVK,Slovakia,SVK.8_1,??ilinsk??,Region,43.23333333333333,30.633333333333336,26.166666666666668,2.2533333333333334,10.0,6.7
SVK,Slovakia,SVK.5_1,Pre?�ovsk??,Region,35.660000000000004,35.82000000000001,28.54,1.512,9.6,6.5
UKR,Ukraine,UKR.7_1,Ivano-Frankivs'k,Region,59.459999999999994,24.76,15.819999999999999,2.4419999999999997,12.6,4.9799999999999995
UKR,Ukraine,UKR.13_1,Kirovohrad,Region,33.766666666666666,41.96666666666667,24.266666666666666,2.8433333333333333,14.777777777777779,7.1
UKR,Ukraine,UKR.5_1,Dnipropetrovs'k,Region,32.199999999999996,44.1,23.7,3.0399999999999996,12.0,7.099999999999999
UKR,Ukraine,UKR.6_1,Donets'k,Region,34.763636363636365,40.60909090909091,24.627272727272725,2.7181818181818183,16.545454545454547,7.1
KAZ,Kazakhstan,KAZ.4_1,Atyrau,Region,65.91153846153847,12.996153846153845,21.22307692307692,0.48923076923076925,10.346153846153847,7.542307692307692
CHN,China,CHN.28_1,Xinjiang Uygur,Autonomous Region,52.126269315673284,20.23576158940397,27.664238410596024,0.6742825607064017,10.211920529801324,7.500220750551877
MNG,Mongolia,MNG.1_1,Arhangay,Province,54.239999999999995,21.575,24.205000000000002,1.2355,10.6,7.129999999999998
MNG,Mongolia,MNG.16_1,Orhon,Municipality,58.9,16.2,24.9,0.97,11.0,7.1
MNG,Mongolia,MNG.20_1,T??v,Province,50.17333333333335,26.516666666666662,23.34666666666667,1.5063333333333333,10.266666666666667,7.179999999999998
MNG,Mongolia,MNG.12_1,Hentiy,Province,46.72580645161291,29.416129032258052,23.912903225806456,1.5348387096774192,9.903225806451612,7.099999999999998
RUS,Russia,RUS.82_1,Yevrey,Autonomous Region,53.13846153846153,21.969230769230766,24.89230769230769,10.31230769230769,13.923076923076923,6.653846153846152
FRA,France,FRA.3_1,Bretagne,Region,40.2909090909091,36.26363636363636,23.55454545454546,1.458181818181818,11.090909090909092,6.881818181818182
FRA,France,FRA.12_1,Pays de la Loire,Region,57.30833333333333,21.958333333333332,20.766666666666666,0.8175,11.333333333333334,6.733333333333334
FRA,France,FRA.4_1,Centre-Val de Loire,Region,57.339999999999996,19.226666666666667,23.459999999999994,0.95,13.133333333333333,6.233333333333334
AUT,Austria,AUT.4_1,Ober??sterreich,State,47.81666666666666,27.150000000000002,25.066666666666666,2.0316666666666667,10.333333333333334,6.500000000000001
AUT,Austria,AUT.3_1,Nieder??sterreich,State,44.41428571428572,30.35714285714286,25.25714285714286,2.202857142857143,10.857142857142858,6.942857142857143
SVK,Slovakia,SVK.7_1,Trnavsk??,Region,48.5,30.8,20.7,1.74,9.0,7.6
SVK,Slovakia,SVK.4_1,Nitriansky,Region,48.699999999999996,24.049999999999997,27.275,1.2425,10.5,7.175000000000001
SVK,Slovakia,SVK.1_1,Banskobystrick??,Region,33.93333333333333,32.6,33.53333333333333,2.543333333333333,11.0,5.566666666666667
HUN,Hungary,HUN.4_1,Borsod-Aba??j-Zempl??n,County,61.333333333333336,17.96666666666667,20.733333333333334,0.8833333333333333,11.333333333333334,6.566666666666667
SVK,Slovakia,SVK.3_1,Ko?�ick??,Region,34.6,22.2,43.3,1.82,4.0,6.0
UKR,Ukraine,UKR.23_1,Transcarpathia,Region,39.975,24.05,36.05,2.2775,10.75,5.574999999999999
UKR,Ukraine,UKR.3_1,Chernivtsi,Region,56.199999999999996,19.9,23.900000000000002,0.9833333333333334,28.333333333333332,6.866666666666667
MDA,Moldova,MDA.25_1,Ocni?�a,District,46.3,24.9,28.8,1.27,37.0,7.1
RUS,Russia,RUS.5_1,Astrakhan',Region,67.74285714285713,12.985714285714286,19.400000000000002,0.775,11.571428571428571,7.135714285714285
MNG,Mongolia,MNG.13_1,Hovd,Province,56.95517241379312,21.806896551724137,21.27241379310345,0.9920689655172414,10.03448275862069,7.165517241379309
RUS,Russia,RUS.56_1,Primor'ye,Territory,59.20357142857142,15.350000000000003,25.446428571428573,0.897142857142857,12.214285714285714,6.917857142857143
USA,United States,USA.23_1,Michigan,State,65.66666666666667,22.278431372549026,12.16470588235294,2.2566666666666664,14.333333333333334,5.405882352941176
CAN,Canada,CAN.4_1,New Brunswick,Province,72.80000000000003,23.075000000000006,4.299999999999999,1.3549999999999998,18.25,5.424999999999999
FRA,France,FRA.2_1,Bourgogne-Franche-Comt??,Region,45.14117647058824,24.041176470588233,30.841176470588234,1.5458823529411763,11.117647058823529,6.170588235294118
AUT,Austria,AUT.1_1,Burgenland,State,50.349999999999994,17.95,31.75,1.45,13.0,7.2
HUN,Hungary,HUN.8_1,Gyor-Moson-Sopron,County,34.6,22.2,43.3,1.82,4.0,6.0
HUN,Hungary,HUN.13_1,N??gr?�d,County,40.1,21.5,38.4,1.44,10.0,5.7
HUN,Hungary,HUN.10_1,Heves,County,76.0,9.9,14.1,0.41,11.0,6.4
HUN,Hungary,HUN.9_1,Hajd??-Bihar,County,46.0,28.666666666666668,25.366666666666664,1.3666666666666665,7.333333333333333,7.066666666666666
HUN,Hungary,HUN.16_1,Szabolcs-Szatm?�r-Bereg,County,78.15,10.95,11.0,0.48,10.5,6.949999999999999
ROU,Romania,ROU.34_1,Satu Mare,County,59.9,13.4,26.7,0.73,15.0,6.5
ROU,Romania,ROU.27_1,Maramure?�,County,36.4,37.2,26.4,1.07,9.0,6.9
ROU,Romania,ROU.36_1,Suceava,County,33.93333333333333,32.6,33.53333333333333,2.543333333333333,11.0,5.566666666666667
ROU,Romania,ROU.7_1,Boto?�ani,County,48.55,22.3,29.15,0.91,12.0,6.6
MDA,Moldova,MDA.28_1,R?�?�cani,District,46.3,24.9,28.8,1.27,37.0,7.1
MDA,Moldova,MDA.29_1,S?�ngerei,District,32.2,44.1,23.7,3.04,12.0,7.1
MDA,Moldova,MDA.18_1,Flore?�ti,District,46.3,24.9,28.8,1.27,37.0,7.1
MDA,Moldova,MDA.36_1,Transnistria,Territorial Unit,49.76666666666667,27.266666666666666,23.0,1.8200000000000003,21.0,6.933333333333333
UKR,Ukraine,UKR.17_1,Odessa,Region,44.13333333333333,34.241666666666674,21.624999999999996,2.4566666666666666,11.416666666666666,7.433333333333334
UKR,Ukraine,UKR.16_1,Mykolayiv,Region,47.06666666666667,32.900000000000006,20.03333333333333,2.4533333333333336,11.333333333333334,7.5
UKR,Ukraine,UKR.26_1,Zaporizhzhya,Region,47.06666666666667,32.900000000000006,20.03333333333333,2.4533333333333336,11.333333333333334,7.5
RUS,Russia,RUS.22_1,Kalmyk,Republic,55.699999999999996,21.25172413793103,23.16896551724138,1.0044827586206897,9.655172413793103,7.6275862068965505
MNG,Mongolia,MNG.21_1,Ulaanbaatar,Municipality,58.9,16.2,24.9,0.97,11.0,7.1
USA,United States,USA.20_1,Maine,State,64.93571428571428,30.735714285714288,4.510714285714286,2.162499999999999,17.428571428571427,4.8392857142857135
CHE,Switzerland,CHE.11_1,Jura,Canton,48.5,30.8,20.7,1.74,9.0,7.6
CHE,Switzerland,CHE.1_1,Aargau,Canton,76.0,9.9,14.1,0.41,11.0,6.4
CHE,Switzerland,CHE.26_1,Z??rich,Canton,76.0,9.9,14.1,0.41,11.0,6.4
CHE,Switzerland,CHE.16_1,Sankt Gallen,Canton,40.6,30.55,28.9,2.51,10.5,6.25
AUT,Austria,AUT.8_1,Vorarlberg,State,48.5,30.8,20.7,1.74,9.0,7.6
AUT,Austria,AUT.7_1,Tirol,State,61.43333333333334,29.400000000000002,9.3,1.6799999999999997,13.666666666666666,5.866666666666667
AUT,Austria,AUT.5_1,Salzburg,State,44.43333333333334,29.766666666666666,25.933333333333337,2.7366666666666664,13.333333333333334,4.933333333333334
AUT,Austria,AUT.6_1,Steiermark,State,32.949999999999996,28.650000000000002,38.483333333333334,3.0366666666666666,11.833333333333334,5.066666666666666
HUN,Hungary,HUN.18_1,Vas,County,64.3,12.2,23.5,0.63,10.0,6.4
HUN,Hungary,HUN.19_1,Veszpr??m,County,70.15,11.05,18.8,0.52,10.5,6.4
HUN,Hungary,HUN.7_1,Fej??r,County,41.6,26.6,31.8,1.32,11.0,7.5
HUN,Hungary,HUN.14_1,Pest,County,38.85,30.75,30.4,3.8249999999999997,12.0,5.85
HUN,Hungary,HUN.11_1,J?�sz-Nagykun-Szolnok,County,46.25,27.2,26.599999999999998,1.6549999999999998,10.0,7.75
ROU,Romania,ROU.5_1,Bihor,County,53.13333333333333,22.233333333333334,24.666666666666668,0.7033333333333333,13.333333333333334,7.0
ROU,Romania,ROU.33_1,S?�laj,County,48.15,25.3,26.549999999999997,0.9,12.0,6.7
ROU,Romania,ROU.6_1,Bistri?�a-N?�s?�ud,County,59.9,13.4,26.7,0.73,15.0,6.5
ROU,Romania,ROU.30_1,Neam?�,County,34.833333333333336,29.03333333333333,36.26666666666667,2.6733333333333333,12.333333333333334,5.400000000000001
ROU,Romania,ROU.24_1,Ia?�i,County,50.75,20.0,29.25,1.025,13.0,7.0
MDA,Moldova,MDA.37_1,Ungheni,District,41.6,26.6,31.8,1.32,11.0,7.5
MDA,Moldova,MDA.33_1,Str?�?�eni,District,46.3,24.9,28.8,1.27,37.0,7.1
UKR,Ukraine,UKR.9_1,Kherson,Region,54.5,27.3,18.199999999999996,2.16,11.0,7.7
KAZ,Kazakhstan,KAZ.11_1,Qyzylorda,Region,50.062962962962956,22.58703703703704,27.42037037037037,1.9451851851851851,9.777777777777779,7.690740740740741
MNG,Mongolia,MNG.10_1,Govi-Altay,Province,59.688,20.898000000000003,19.446,0.485,9.12,6.876000000000001
MNG,Mongolia,MNG.3_1,Bayanhongor,Province,56.77674418604652,22.967441860465115,20.3046511627907,0.7158139534883721,9.209302325581396,6.913953488372095
MNG,Mongolia,MNG.19_1,S??hbaatar,Province,38.010000000000005,39.22333333333333,22.866666666666674,1.944,9.033333333333333,7.099999999999998
USA,United States,USA.50_1,Wisconsin,State,70.97399999999999,16.086,13.0,0.8007999999999998,12.08,6.041999999999999
CAN,Canada,CAN.7_1,Nova Scotia,Province,71.35882352941178,24.72941176470588,4.094117647058823,1.4417647058823528,17.58823529411765,5.3
FRA,France,FRA.10_1,Nouvelle-Aquitaine,Region,51.14375,23.859375,25.040625,1.8109375,13.5,5.91875
CHE,Switzerland,CHE.24_1,Vaud,Canton,76.0,9.9,14.1,0.41,11.0,6.4
CHE,Switzerland,CHE.6_1,Bern,Canton,55.86666666666667,18.8,25.366666666666664,1.5533333333333335,11.333333333333334,6.133333333333333
CHE,Switzerland,CHE.10_1,Graub??nden,Canton,55.43333333333334,21.066666666666666,23.5,1.2266666666666666,10.333333333333334,7.266666666666666
ITA,Italy,ITA.17_1,Trentino-Alto Adige,Autonomous Region,61.07142857142857,27.514285714285712,11.528571428571428,1.5785714285714285,13.285714285714286,6.042857142857144
AUT,Austria,AUT.2_1,K?�rnten,State,32.7,30.3,37.1,3.28,12.0,4.9
SVN,Slovenia,SVN.9_1,Pomurska,Statistical Region,19.8,55.2,24.8,4.27,17.0,4.7
HUN,Hungary,HUN.20_1,Zala,County,76.0,9.9,14.1,0.41,11.0,6.4
HUN,Hungary,HUN.15_1,Somogy,County,64.76666666666667,15.366666666666667,19.933333333333334,0.64,9.666666666666666,6.466666666666668
HUN,Hungary,HUN.17_1,Tolna,County,41.6,26.6,31.8,1.32,11.0,7.5
HUN,Hungary,HUN.1_1,B?�cs-Kiskun,County,46.474999999999994,21.675,31.924999999999997,1.8175,11.0,7.824999999999999
HUN,Hungary,HUN.6_1,Csongr?�d,County,40.8,22.5,36.8,2.17,11.0,7.9
HUN,Hungary,HUN.3_1,B??k??s,County,32.95,17.35,49.75,1.425,15.0,7.550000000000001
ROU,Romania,ROU.14_1,Cluj,County,34.833333333333336,29.03333333333333,36.26666666666667,2.6733333333333333,12.333333333333334,5.400000000000001
ROU,Romania,ROU.29_1,Mure?�,County,50.45,27.349999999999998,22.2,3.88,18.5,5.95
ROU,Romania,ROU.22_1,Harghita,County,44.23333333333333,29.26666666666667,26.5,0.9566666666666667,11.0,6.766666666666667
ROU,Romania,ROU.4_1,Bac?�u,County,48.525,20.925,30.575,1.5150000000000001,13.25,6.35
ROU,Romania,ROU.41_1,Vaslui,County,53.06666666666666,21.033333333333335,25.900000000000002,1.0166666666666666,11.0,7.133333333333333
MDA,Moldova,MDA.21_1,H?�ncesti,District,41.6,26.6,31.8,1.32,11.0,7.5
MDA,Moldova,MDA.9_1,Causeni,District,41.6,26.6,31.8,1.32,11.0,7.5
RUS,Russia,RUS.34_1,Krasnodar,Territory,54.412000000000006,22.032000000000004,23.567999999999998,1.3868,22.8,7.155999999999999
KAZ,Kazakhstan,KAZ.1_1,Almaty,Region,50.27169811320755,24.66792452830189,25.120754716981132,1.6935849056603776,10.18867924528302,7.303773584905662
MNG,Mongolia,MNG.17_1,?�v??rhangay,Province,59.52727272727273,18.345454545454544,22.172727272727276,0.98,10.363636363636363,7.099999999999998
MNG,Mongolia,MNG.11_1,Govis??mber,Municipality,36.7,40.3,23.1,2.0,9.0,7.1
USA,United States,USA.38_1,Oregon,State,42.568888888888885,29.383333333333344,28.118888888888886,2.1834444444444445,10.544444444444444,6.465555555555556
